epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,2382.74,0.30905,0.35404,0.21478,0.90942,0.99853,1,0.995,0.97289,0.99853,1,0.995,0.99018,0.27442,0.27886,0.20931,0.84632,0.0010958,0.0010958,0.0010958
139,2399.51,0.31669,0.35537,0.21214,0.9091,0.99967,1,0.995,0.97756,0.99967,1,0.995,0.98872,0.24213,0.28229,0.1899,0.82586,0.0010892,0.0010892,0.0010892
140,2419.08,0.28996,0.32741,0.20301,0.90159,0.99955,1,0.995,0.9796,0.99955,1,0.995,0.98963,0.23421,0.28836,0.17525,0.8207,0.0010826,0.0010826,0.0010826
141,2437.69,0.3015,0.34067,0.2129,0.90425,0.99963,1,0.995,0.98584,0.99963,1,0.995,0.991,0.24146,0.28265,0.16817,0.83176,0.001076,0.001076,0.001076
142,2456.4,0.30382,0.36183,0.21602,0.91139,0.99954,1,0.995,0.98085,0.99954,1,0.995,0.9883,0.23487,0.28099,0.16359,0.82371,0.0010694,0.0010694,0.0010694
143,2473.08,0.30184,0.37804,0.21502,0.9061,0.99966,1,0.995,0.98226,0.99966,1,0.995,0.99084,0.25814,0.28988,0.16775,0.83838,0.0010628,0.0010628,0.0010628
144,2489.63,0.30346,0.3417,0.2137,0.90136,0.99966,1,0.995,0.98727,0.99966,1,0.995,0.99197,0.22659,0.288,0.17213,0.81119,0.0010562,0.0010562,0.0010562
145,2502.74,0.2814,0.31829,0.19708,0.89647,0.9996,1,0.995,0.98201,0.9996,1,0.995,0.99018,0.22232,0.28795,0.1625,0.80757,0.0010496,0.0010496,0.0010496
146,2523.58,0.29154,0.34953,0.20192,0.90314,0.99943,1,0.995,0.98632,0.99943,1,0.995,0.98727,0.22136,0.29425,0.16576,0.80727,0.001043,0.001043,0.001043
147,2537.6,0.30123,0.32363,0.21485,0.89536,0.99783,1,0.995,0.98479,0.99783,1,0.995,0.9894,0.22374,0.28503,0.16663,0.80636,0.0010364,0.0010364,0.0010364
148,2558.68,0.29822,0.35895,0.21546,0.90409,0.99964,1,0.995,0.98962,0.99964,1,0.995,0.99335,0.22623,0.27706,0.17333,0.81446,0.0010298,0.0010298,0.0010298
149,2573.74,0.29649,0.34731,0.20938,0.90191,0.99954,1,0.995,0.98756,0.99954,1,0.995,0.99137,0.2329,0.28224,0.16691,0.81436,0.0010232,0.0010232,0.0010232
150,2586.46,0.30161,0.37186,0.21874,0.90017,0.99965,1,0.995,0.9863,0.99965,1,0.995,0.99264,0.22038,0.28227,0.17332,0.80932,0.0010166,0.0010166,0.0010166
151,2603.65,0.29458,0.32637,0.20678,0.89771,0.99967,1,0.995,0.9886,0.99967,1,0.995,0.99261,0.21478,0.27788,0.16887,0.80839,0.00101,0.00101,0.00101
152,2617.36,0.3007,0.35344,0.21386,0.90711,0.99886,1,0.995,0.98413,0.99886,1,0.995,0.99146,0.22192,0.27488,0.17821,0.81166,0.0010034,0.0010034,0.0010034
153,2635.32,0.29147,0.36483,0.20629,0.90359,0.99931,1,0.995,0.9875,0.99931,1,0.995,0.9928,0.23328,0.27766,0.20944,0.8207,0.0009968,0.0009968,0.0009968
154,2652.77,0.28731,0.33343,0.21308,0.9048,0.95573,0.99249,0.99309,0.97067,0.95573,0.99249,0.99309,0.97939,0.26443,0.3375,0.24166,0.85925,0.0009902,0.0009902,0.0009902
155,2669.61,0.29436,0.35481,0.21153,0.90652,0.99881,1,0.995,0.97922,0.99881,1,0.995,0.99243,0.23583,0.27534,0.16978,0.81633,0.0009836,0.0009836,0.0009836
156,2682.37,0.30099,0.35189,0.208,0.90823,0.99695,1,0.995,0.98761,0.99695,1,0.995,0.9896,0.21231,0.27907,0.17268,0.79903,0.000977,0.000977,0.000977
157,2701.51,0.28675,0.32576,0.20637,0.90093,0.99628,1,0.995,0.98771,0.99628,1,0.995,0.99229,0.23725,0.27707,0.18168,0.82399,0.0009704,0.0009704,0.0009704
158,2712.98,0.29632,0.34738,0.20953,0.90149,0.99967,1,0.995,0.98997,0.99967,1,0.995,0.9933,0.21226,0.27735,0.1672,0.79852,0.0009638,0.0009638,0.0009638
159,2724.59,0.282,0.34014,0.19522,0.88995,0.99968,1,0.995,0.9908,0.99968,1,0.995,0.99139,0.23526,0.28051,0.16231,0.81057,0.0009572,0.0009572,0.0009572
160,2739.68,0.29153,0.34356,0.20165,0.8986,0.99962,1,0.995,0.99078,0.99962,1,0.995,0.99241,0.20804,0.27963,0.15907,0.79288,0.0009506,0.0009506,0.0009506
161,2754.4,0.30097,0.38621,0.2029,0.90684,0.99959,1,0.995,0.98563,0.99959,1,0.995,0.99078,0.22777,0.28061,0.16724,0.80729,0.000944,0.000944,0.000944
162,2773.02,0.29207,0.3534,0.2035,0.90394,0.99421,1,0.995,0.98605,0.99421,1,0.995,0.99246,0.22188,0.27627,0.16611,0.80506,0.0009374,0.0009374,0.0009374
163,2792.18,0.2923,0.36681,0.20054,0.89997,0.99935,1,0.995,0.9864,0.99935,1,0.995,0.99254,0.20531,0.27475,0.14207,0.79551,0.0009308,0.0009308,0.0009308
164,2811.01,0.27195,0.30663,0.18583,0.89934,0.99836,1,0.995,0.99032,0.99836,1,0.995,0.99198,0.21336,0.29562,0.1505,0.80068,0.0009242,0.0009242,0.0009242
165,2823.47,0.28268,0.3249,0.18927,0.89835,0.99941,1,0.995,0.98906,0.99941,1,0.995,0.99311,0.21649,0.27765,0.14898,0.7991,0.0009176,0.0009176,0.0009176
166,2835.48,0.28482,0.33414,0.19427,0.89586,0.99944,1,0.995,0.98566,0.99944,1,0.995,0.99203,0.21112,0.27512,0.15165,0.7991,0.000911,0.000911,0.000911
167,2850.59,0.28229,0.30824,0.19279,0.9009,0.98679,1,0.99483,0.98667,0.98679,1,0.99483,0.99366,0.21359,0.28652,0.16403,0.79972,0.0009044,0.0009044,0.0009044
168,2862.14,0.29695,0.36448,0.19889,0.89724,0.99753,1,0.995,0.99144,0.99753,1,0.995,0.99448,0.19856,0.27697,0.14781,0.78979,0.0008978,0.0008978,0.0008978
169,2872.97,0.28144,0.32081,0.18929,0.88888,0.99937,1,0.995,0.98983,0.99937,1,0.995,0.99322,0.20893,0.27517,0.13925,0.79844,0.0008912,0.0008912,0.0008912
170,2886.16,0.278,0.3281,0.19284,0.9003,0.99959,1,0.995,0.9905,0.99959,1,0.995,0.9943,0.21503,0.28155,0.14384,0.8019,0.0008846,0.0008846,0.0008846
171,2896.78,0.29573,0.35361,0.19526,0.89537,0.99936,1,0.995,0.99063,0.99936,1,0.995,0.99289,0.19861,0.27772,0.13625,0.79242,0.000878,0.000878,0.000878
172,2913.69,0.28458,0.33865,0.18997,0.89243,0.99967,1,0.995,0.98898,0.99967,1,0.995,0.99424,0.2015,0.27623,0.14046,0.79053,0.0008714,0.0008714,0.0008714
173,2927.5,0.28486,0.33042,0.19267,0.89559,0.99966,1,0.995,0.98935,0.99966,1,0.995,0.99343,0.21059,0.27314,0.1502,0.80296,0.0008648,0.0008648,0.0008648
174,2940.38,0.29548,0.38954,0.19491,0.90131,0.99967,1,0.995,0.98882,0.99967,1,0.995,0.99408,0.2003,0.27208,0.14148,0.78926,0.0008582,0.0008582,0.0008582
175,2957.3,0.29195,0.33295,0.20085,0.90078,0.99964,1,0.995,0.9841,0.99964,1,0.995,0.98598,0.2032,0.27375,0.14293,0.79471,0.0008516,0.0008516,0.0008516
176,2970.91,0.29244,0.38739,0.19764,0.90447,0.99964,1,0.995,0.98435,0.99964,1,0.995,0.99064,0.2124,0.28672,0.14427,0.80064,0.000845,0.000845,0.000845
177,2988.11,0.27498,0.33542,0.18257,0.89907,0.99961,1,0.995,0.9865,0.99961,1,0.995,0.99148,0.20343,0.27652,0.13559,0.79391,0.0008384,0.0008384,0.0008384
178,3001.65,0.27869,0.3154,0.18514,0.89051,0.99932,1,0.995,0.9883,0.99932,1,0.995,0.9914,0.20567,0.27964,0.13638,0.80056,0.0008318,0.0008318,0.0008318
179,3017.07,0.28551,0.34154,0.19497,0.90577,0.96237,1,0.99432,0.98913,0.96237,1,0.99432,0.99074,0.22203,0.27263,0.19954,0.81322,0.0008252,0.0008252,0.0008252
180,3034.17,0.28293,0.33516,0.19032,0.89807,0.99946,1,0.995,0.98862,0.99946,1,0.995,0.99159,0.21742,0.27469,0.14197,0.8041,0.0008186,0.0008186,0.0008186
181,3048.2,0.28955,0.33021,0.19092,0.89914,0.99951,1,0.995,0.98967,0.99951,1,0.995,0.99229,0.20344,0.27738,0.13553,0.79422,0.000812,0.000812,0.000812
182,3065.78,0.27919,0.31753,0.18655,0.89877,0.99955,1,0.995,0.98704,0.99955,1,0.995,0.99202,0.21259,0.27535,0.14615,0.79878,0.0008054,0.0008054,0.0008054
183,3079,0.27001,0.35092,0.18561,0.89522,0.99959,1,0.995,0.99017,0.99959,1,0.995,0.99411,0.20519,0.27226,0.1433,0.79265,0.0007988,0.0007988,0.0007988
184,3095.36,0.28122,0.36837,0.18783,0.89603,0.99779,1,0.995,0.98933,0.99779,1,0.995,0.99402,0.20165,0.27728,0.14829,0.79128,0.0007922,0.0007922,0.0007922
185,3108.9,0.2778,0.33137,0.18346,0.89612,0.98859,0.99608,0.99477,0.99233,0.98859,0.99608,0.99477,0.99217,0.19765,0.27368,0.15251,0.79113,0.0007856,0.0007856,0.0007856
186,3122.41,0.27994,0.33265,0.18358,0.89955,0.99643,1,0.995,0.99296,0.99643,1,0.995,0.995,0.19981,0.26777,0.14394,0.79179,0.000779,0.000779,0.000779
187,3140.9,0.26724,0.32152,0.18053,0.8924,0.99917,1,0.995,0.98981,0.99917,1,0.995,0.995,0.1989,0.26603,0.13568,0.78792,0.0007724,0.0007724,0.0007724
188,3154.23,0.28486,0.34618,0.18885,0.89654,0.99943,1,0.995,0.99119,0.99943,1,0.995,0.99314,0.20595,0.27395,0.14647,0.79807,0.0007658,0.0007658,0.0007658
189,3170.78,0.26354,0.33301,0.18228,0.88647,0.99941,1,0.995,0.98891,0.99941,1,0.995,0.99331,0.18858,0.26856,0.1354,0.7859,0.0007592,0.0007592,0.0007592
190,3184.49,0.27852,0.30402,0.18679,0.89203,0.99958,1,0.995,0.98947,0.99958,1,0.995,0.9934,0.20913,0.2704,0.16896,0.80601,0.0007526,0.0007526,0.0007526
191,3202.97,0.28686,0.3191,0.19261,0.89472,0.99934,1,0.995,0.98876,0.99934,1,0.995,0.99499,0.20826,0.26712,0.17208,0.79623,0.000746,0.000746,0.000746
192,3217.97,0.29355,0.35715,0.19341,0.89968,0.9981,1,0.995,0.9865,0.9981,1,0.995,0.99289,0.22746,0.27289,0.24566,0.81,0.0007394,0.0007394,0.0007394
193,3232.62,0.27112,0.32532,0.19044,0.88986,0.9946,1,0.995,0.98754,0.9946,1,0.995,0.99198,0.21483,0.2732,0.20047,0.80197,0.0007328,0.0007328,0.0007328
194,3256.83,0.27827,0.346,0.18993,0.90146,0.98562,1,0.99494,0.99047,0.98562,1,0.99494,0.9939,0.21091,0.26399,0.18503,0.79987,0.0007262,0.0007262,0.0007262
195,3282.44,0.25883,0.30106,0.176,0.88289,0.98561,1,0.995,0.99191,0.98561,1,0.995,0.99416,0.20366,0.27491,0.17528,0.79453,0.0007196,0.0007196,0.0007196
196,3297.58,0.28006,0.33889,0.18389,0.89259,0.99323,1,0.995,0.98681,0.99323,1,0.995,0.99208,0.21103,0.27087,0.20623,0.80648,0.000713,0.000713,0.000713
197,3316.73,0.27081,0.33151,0.18668,0.89245,0.99918,1,0.995,0.98825,0.99918,1,0.995,0.99287,0.2068,0.26528,0.17726,0.79846,0.0007064,0.0007064,0.0007064
198,3330.67,0.27007,0.30464,0.1787,0.89149,0.99949,1,0.995,0.99232,0.99949,1,0.995,0.99361,0.21559,0.27153,0.17375,0.80252,0.0006998,0.0006998,0.0006998
199,3350.02,0.27804,0.33942,0.18978,0.90005,0.99952,1,0.995,0.99152,0.99952,1,0.995,0.99241,0.20863,0.26952,0.17348,0.79893,0.0006932,0.0006932,0.0006932
200,3370.62,0.28577,0.35004,0.18787,0.89394,0.99914,1,0.995,0.99017,0.99914,1,0.995,0.99398,0.20028,0.26804,0.16007,0.7914,0.0006866,0.0006866,0.0006866
201,3394.89,0.28949,0.34883,0.1913,0.90183,0.99835,1,0.995,0.99204,0.99835,1,0.995,0.99392,0.19685,0.26765,0.15988,0.7885,0.00068,0.00068,0.00068
202,3420.15,0.28369,0.37192,0.18885,0.88995,0.99968,1,0.995,0.99131,0.99968,1,0.995,0.99312,0.19376,0.26859,0.15095,0.78346,0.0006734,0.0006734,0.0006734
203,3445.89,0.26782,0.3267,0.17902,0.89136,0.99967,1,0.995,0.98917,0.99967,1,0.995,0.99259,0.19706,0.26898,0.1452,0.78412,0.0006668,0.0006668,0.0006668
204,3465.28,0.2692,0.33185,0.17319,0.8955,0.99966,1,0.995,0.98995,0.99966,1,0.995,0.99213,0.19639,0.2773,0.15232,0.78494,0.0006602,0.0006602,0.0006602
205,3481.41,0.26748,0.33325,0.18041,0.89946,0.99964,1,0.995,0.99248,0.99964,1,0.995,0.9945,0.19478,0.26639,0.14369,0.78471,0.0006536,0.0006536,0.0006536
206,3495.65,0.26201,0.33405,0.17876,0.89137,0.99927,1,0.995,0.9929,0.99927,1,0.995,0.99365,0.20558,0.26443,0.16396,0.79342,0.000647,0.000647,0.000647
207,3512.37,0.2598,0.30329,0.17294,0.88972,0.99895,1,0.995,0.99177,0.99895,1,0.995,0.99457,0.22243,0.2683,0.19224,0.80841,0.0006404,0.0006404,0.0006404
208,3528.11,0.27281,0.31875,0.18515,0.89731,0.99961,1,0.995,0.98882,0.99961,1,0.995,0.99337,0.22096,0.26794,0.2079,0.80527,0.0006338,0.0006338,0.0006338
209,3550.21,0.28879,0.34947,0.19232,0.90156,0.9971,1,0.995,0.99296,0.9971,1,0.995,0.99387,0.20886,0.27056,0.18764,0.79552,0.0006272,0.0006272,0.0006272
210,3567.65,0.27369,0.32478,0.1862,0.89801,0.99475,1,0.995,0.98981,0.99475,1,0.995,0.99433,0.20114,0.27156,0.17916,0.78978,0.0006206,0.0006206,0.0006206
211,3586.6,0.27375,0.32176,0.18856,0.89526,0.99524,1,0.995,0.98811,0.99524,1,0.995,0.99184,0.21362,0.26553,0.17663,0.79742,0.000614,0.000614,0.000614
212,3599.58,0.27892,0.3405,0.18456,0.89822,0.99294,1,0.995,0.99276,0.99294,1,0.995,0.99377,0.19623,0.26797,0.14423,0.78644,0.0006074,0.0006074,0.0006074
213,3620.54,0.27331,0.3281,0.18435,0.89575,0.99957,1,0.995,0.9934,0.99957,1,0.995,0.99361,0.1888,0.26717,0.13729,0.78439,0.0006008,0.0006008,0.0006008
214,3638.54,0.2626,0.32897,0.17609,0.89033,0.99953,1,0.995,0.99073,0.99953,1,0.995,0.99256,0.19811,0.26528,0.13877,0.79511,0.0005942,0.0005942,0.0005942
215,3657.08,0.27159,0.32732,0.17718,0.88555,0.9996,1,0.995,0.9905,0.9996,1,0.995,0.99401,0.21352,0.26566,0.16057,0.80507,0.0005876,0.0005876,0.0005876
216,3673.96,0.26762,0.31076,0.1829,0.89066,0.99905,1,0.995,0.99086,0.99905,1,0.995,0.99296,0.20828,0.26294,0.15604,0.7989,0.000581,0.000581,0.000581
217,3689.73,0.26421,0.33482,0.1841,0.89277,0.99958,1,0.995,0.99089,0.99958,1,0.995,0.99421,0.21504,0.26798,0.14827,0.80642,0.0005744,0.0005744,0.0005744
218,3707.67,0.25645,0.30123,0.1715,0.89386,0.99966,1,0.995,0.98948,0.99966,1,0.995,0.99382,0.19695,0.26383,0.13892,0.78969,0.0005678,0.0005678,0.0005678
219,3723.73,0.26453,0.31539,0.17791,0.89281,0.99968,1,0.995,0.98834,0.99968,1,0.995,0.9946,0.19789,0.26067,0.12902,0.79197,0.0005612,0.0005612,0.0005612
220,3737.58,0.26689,0.30165,0.17239,0.88821,0.99952,1,0.995,0.98901,0.99952,1,0.995,0.99371,0.19751,0.26133,0.1278,0.78808,0.0005546,0.0005546,0.0005546
221,3754.38,0.25383,0.32269,0.16721,0.89313,0.99963,1,0.995,0.99107,0.99963,1,0.995,0.99306,0.19989,0.2625,0.12734,0.78926,0.000548,0.000548,0.000548
222,3771.21,0.2748,0.33011,0.18146,0.89616,0.99967,1,0.995,0.9915,0.99967,1,0.995,0.9944,0.20366,0.26613,0.13196,0.79607,0.0005414,0.0005414,0.0005414
223,3790.45,0.27613,0.35323,0.17909,0.90188,0.99965,1,0.995,0.98899,0.99965,1,0.995,0.99401,0.19903,0.25766,0.13363,0.79053,0.0005348,0.0005348,0.0005348
224,3809.08,0.25671,0.32293,0.17115,0.88602,0.99957,1,0.995,0.98786,0.99957,1,0.995,0.9944,0.20471,0.2674,0.13873,0.79376,0.0005282,0.0005282,0.0005282
225,3826.04,0.26849,0.32237,0.17609,0.88921,0.99961,1,0.995,0.99365,0.99961,1,0.995,0.99379,0.19306,0.25844,0.13173,0.7858,0.0005216,0.0005216,0.0005216
226,3842.77,0.2541,0.31041,0.17216,0.88597,0.99966,1,0.995,0.98991,0.99966,1,0.995,0.99466,0.19164,0.25935,0.14108,0.78281,0.000515,0.000515,0.000515
227,3859.97,0.25554,0.31505,0.17058,0.88511,0.99939,1,0.995,0.99099,0.99939,1,0.995,0.99371,0.19411,0.26425,0.12798,0.78249,0.0005084,0.0005084,0.0005084
228,3874.62,0.27312,0.32479,0.17661,0.90361,0.99952,1,0.995,0.99132,0.99952,1,0.995,0.99368,0.19326,0.28948,0.12643,0.78304,0.0005018,0.0005018,0.0005018
229,3890.05,0.27869,0.35288,0.18504,0.89877,0.99968,1,0.995,0.99245,0.99968,1,0.995,0.99484,0.17971,0.26018,0.12348,0.77619,0.0004952,0.0004952,0.0004952
230,3904.74,0.2627,0.32205,0.17415,0.89675,0.99964,1,0.995,0.98925,0.99964,1,0.995,0.99499,0.21075,0.26758,0.13935,0.79465,0.0004886,0.0004886,0.0004886
231,3919.67,0.27507,0.32952,0.18778,0.89817,0.99926,1,0.995,0.99333,0.99926,1,0.995,0.99499,0.19342,0.26157,0.14328,0.78366,0.000482,0.000482,0.000482
232,3934.42,0.28161,0.35141,0.18552,0.89726,0.99967,1,0.995,0.99375,0.99967,1,0.995,0.99373,0.19573,0.26029,0.14642,0.78369,0.0004754,0.0004754,0.0004754
233,3949.63,0.25539,0.31651,0.17151,0.88709,0.99968,1,0.995,0.99403,0.99968,1,0.995,0.995,0.18317,0.26114,0.14067,0.77783,0.0004688,0.0004688,0.0004688
234,3963.27,0.26929,0.33547,0.18282,0.89843,0.99969,1,0.995,0.99212,0.99969,1,0.995,0.9935,0.18778,0.26476,0.13494,0.78354,0.0004622,0.0004622,0.0004622
235,3976.89,0.25888,0.32104,0.1711,0.89255,0.9997,1,0.995,0.9885,0.9997,1,0.995,0.99252,0.19399,0.26028,0.13047,0.78929,0.0004556,0.0004556,0.0004556
236,3990.93,0.26637,0.31658,0.17741,0.89443,0.99969,1,0.995,0.99044,0.99969,1,0.995,0.99306,0.18874,0.25753,0.12693,0.78757,0.000449,0.000449,0.000449
237,4004.39,0.25436,0.32518,0.16557,0.89794,0.99969,1,0.995,0.99053,0.99969,1,0.995,0.99275,0.19675,0.25893,0.12993,0.79075,0.0004424,0.0004424,0.0004424
238,4018.82,0.25766,0.31081,0.16841,0.89653,0.99969,1,0.995,0.99018,0.99969,1,0.995,0.99418,0.18232,0.26376,0.12396,0.77943,0.0004358,0.0004358,0.0004358
239,4031.96,0.2641,0.33255,0.17168,0.90482,0.99969,1,0.995,0.99178,0.99969,1,0.995,0.99335,0.18474,0.26513,0.12435,0.78127,0.0004292,0.0004292,0.0004292
240,4045.03,0.26857,0.33489,0.17372,0.89378,0.99969,1,0.995,0.99253,0.99969,1,0.995,0.99387,0.18366,0.2607,0.13153,0.77902,0.0004226,0.0004226,0.0004226
241,4059.1,0.2514,0.29623,0.16372,0.88898,0.99968,1,0.995,0.9902,0.99968,1,0.995,0.99281,0.18228,0.25906,0.12978,0.77955,0.000416,0.000416,0.000416
242,4072.14,0.25355,0.33402,0.16822,0.89336,0.99968,1,0.995,0.99168,0.99968,1,0.995,0.99388,0.17812,0.26106,0.1258,0.77685,0.0004094,0.0004094,0.0004094
243,4086.2,0.24437,0.30164,0.16377,0.88674,0.99969,1,0.995,0.99206,0.99969,1,0.995,0.99447,0.17778,0.26047,0.1202,0.77497,0.0004028,0.0004028,0.0004028
244,4099.67,0.25503,0.32556,0.16744,0.89141,0.99969,1,0.995,0.99298,0.99969,1,0.995,0.99336,0.1814,0.26587,0.12626,0.77749,0.0003962,0.0003962,0.0003962
245,4113.61,0.26059,0.31733,0.16997,0.88998,0.99968,1,0.995,0.99068,0.99968,1,0.995,0.99329,0.18648,0.25966,0.13488,0.78452,0.0003896,0.0003896,0.0003896
246,4127.57,0.25396,0.31408,0.16353,0.88768,0.99969,1,0.995,0.98763,0.99969,1,0.995,0.99298,0.19434,0.25834,0.13681,0.79179,0.000383,0.000383,0.000383
247,4142.47,0.2449,0.293,0.15834,0.885,0.99969,1,0.995,0.98959,0.99969,1,0.995,0.99362,0.18677,0.25752,0.12815,0.78491,0.0003764,0.0003764,0.0003764
248,4158.22,0.25183,0.30253,0.16526,0.88806,0.99969,1,0.995,0.99111,0.99969,1,0.995,0.99385,0.18179,0.25981,0.12228,0.77733,0.0003698,0.0003698,0.0003698
249,4172.19,0.2534,0.30369,0.16139,0.89185,0.99969,1,0.995,0.99134,0.99969,1,0.995,0.99469,0.18435,0.26162,0.12273,0.78028,0.0003632,0.0003632,0.0003632
250,4189.46,0.2569,0.32688,0.16674,0.89335,0.99969,1,0.995,0.99238,0.99969,1,0.995,0.99443,0.18104,0.26302,0.1233,0.77697,0.0003566,0.0003566,0.0003566
251,4203.39,0.26772,0.35244,0.17076,0.88974,0.99968,1,0.995,0.99301,0.99968,1,0.995,0.99452,0.18311,0.26291,0.12804,0.77828,0.00035,0.00035,0.00035
252,4218.05,0.25647,0.32197,0.16542,0.89447,0.99967,1,0.995,0.99329,0.99967,1,0.995,0.99475,0.17843,0.25792,0.12016,0.77506,0.0003434,0.0003434,0.0003434
253,4231.25,0.24809,0.29262,0.15863,0.88369,0.99967,1,0.995,0.99444,0.99967,1,0.995,0.99473,0.17973,0.26092,0.11715,0.77492,0.0003368,0.0003368,0.0003368
254,4244.79,0.24326,0.28868,0.15964,0.89249,0.99967,1,0.995,0.99457,0.99967,1,0.995,0.99386,0.17675,0.26385,0.11815,0.77468,0.0003302,0.0003302,0.0003302
255,4258.55,0.24943,0.33134,0.16111,0.89254,0.99967,1,0.995,0.9946,0.99967,1,0.995,0.99307,0.17873,0.26221,0.11511,0.77466,0.0003236,0.0003236,0.0003236
256,4271.63,0.24825,0.30435,0.16239,0.88975,0.99969,1,0.995,0.9947,0.99969,1,0.995,0.994,0.18161,0.26236,0.1186,0.77797,0.000317,0.000317,0.000317
257,4286.01,0.25374,0.32169,0.16517,0.89282,0.99968,1,0.995,0.9947,0.99968,1,0.995,0.99311,0.17544,0.26207,0.11511,0.77426,0.0003104,0.0003104,0.0003104
258,4303.35,0.24939,0.33027,0.15889,0.8982,0.99968,1,0.995,0.99207,0.99968,1,0.995,0.99448,0.18531,0.25619,0.12436,0.77802,0.0003038,0.0003038,0.0003038
259,4320.13,0.26191,0.33183,0.16528,0.89538,0.99968,1,0.995,0.99211,0.99968,1,0.995,0.99453,0.18209,0.25991,0.12129,0.77565,0.0002972,0.0002972,0.0002972
260,4333.52,0.25475,0.31618,0.16485,0.89071,0.99968,1,0.995,0.99119,0.99968,1,0.995,0.99397,0.18324,0.25954,0.12761,0.77777,0.0002906,0.0002906,0.0002906
261,4347.89,0.25588,0.321,0.16426,0.88999,0.99967,1,0.995,0.99189,0.99967,1,0.995,0.99377,0.18492,0.25746,0.13245,0.7791,0.000284,0.000284,0.000284
262,4361.39,0.25802,0.30379,0.16585,0.8895,0.99967,1,0.995,0.99186,0.99967,1,0.995,0.99383,0.18793,0.25855,0.13089,0.77924,0.0002774,0.0002774,0.0002774
263,4374.46,0.24056,0.29266,0.15705,0.88389,0.99968,1,0.995,0.9912,0.99968,1,0.995,0.9927,0.18338,0.26139,0.13098,0.77711,0.0002708,0.0002708,0.0002708
264,4390.34,0.25332,0.31337,0.16135,0.89203,0.99968,1,0.995,0.99238,0.99968,1,0.995,0.99369,0.1826,0.25687,0.12611,0.77594,0.0002642,0.0002642,0.0002642
265,4405.55,0.24918,0.31071,0.1619,0.88053,0.99968,1,0.995,0.99164,0.99968,1,0.995,0.99242,0.18012,0.26079,0.12298,0.77469,0.0002576,0.0002576,0.0002576
266,4421.47,0.24214,0.33051,0.1553,0.88451,0.99968,1,0.995,0.9904,0.99968,1,0.995,0.99356,0.18025,0.26146,0.12853,0.77665,0.000251,0.000251,0.000251
267,4436.61,0.23562,0.28866,0.15241,0.89066,0.99968,1,0.995,0.99198,0.99968,1,0.995,0.99428,0.17344,0.25974,0.12882,0.77073,0.0002444,0.0002444,0.0002444
268,4452.3,0.24632,0.29494,0.15666,0.87749,0.99967,1,0.995,0.99331,0.99967,1,0.995,0.99268,0.17648,0.2602,0.1286,0.77385,0.0002378,0.0002378,0.0002378
269,4466.62,0.23155,0.27877,0.14457,0.87701,0.99968,1,0.995,0.99128,0.99968,1,0.995,0.99334,0.1745,0.25912,0.12582,0.77126,0.0002312,0.0002312,0.0002312
270,4482.47,0.25201,0.32797,0.15676,0.88861,0.9992,1,0.995,0.9932,0.9992,1,0.995,0.99312,0.17518,0.25919,0.13043,0.77423,0.0002246,0.0002246,0.0002246
271,4496.6,0.23486,0.29158,0.15018,0.88127,0.99934,1,0.995,0.99277,0.99934,1,0.995,0.99337,0.17791,0.25838,0.13213,0.77545,0.000218,0.000218,0.000218
272,4511.29,0.23822,0.30588,0.15412,0.87878,0.9992,1,0.995,0.99243,0.9992,1,0.995,0.99426,0.17636,0.25796,0.12808,0.77395,0.0002114,0.0002114,0.0002114
273,4526.27,0.24493,0.30573,0.15473,0.89634,0.99879,1,0.995,0.99281,0.99879,1,0.995,0.99438,0.1765,0.25416,0.13116,0.77374,0.0002048,0.0002048,0.0002048
274,4539.6,0.24691,0.32036,0.15766,0.89108,0.99916,1,0.995,0.99368,0.99916,1,0.995,0.99426,0.17859,0.25456,0.1383,0.77669,0.0001982,0.0001982,0.0001982
275,4554.34,0.24729,0.30445,0.15063,0.89076,0.99968,1,0.995,0.99376,0.99968,1,0.995,0.99451,0.18556,0.2596,0.13778,0.78102,0.0001916,0.0001916,0.0001916
276,4568.46,0.23568,0.29,0.14794,0.88182,0.99969,1,0.995,0.99177,0.99969,1,0.995,0.9936,0.18145,0.26496,0.13583,0.77799,0.000185,0.000185,0.000185
277,4582.96,0.23784,0.29652,0.15212,0.88774,0.99969,1,0.995,0.99296,0.99969,1,0.995,0.99364,0.18048,0.26007,0.13129,0.77847,0.0001784,0.0001784,0.0001784
278,4596.72,0.25616,0.35199,0.16095,0.89115,0.99969,1,0.995,0.99375,0.99969,1,0.995,0.99362,0.17856,0.25835,0.13318,0.77766,0.0001718,0.0001718,0.0001718
279,4610.24,0.22617,0.28595,0.14958,0.88332,0.99968,1,0.995,0.99379,0.99968,1,0.995,0.99453,0.17989,0.25546,0.13481,0.77791,0.0001652,0.0001652,0.0001652
280,4624.9,0.24689,0.31484,0.15417,0.88738,0.99968,1,0.995,0.99301,0.99968,1,0.995,0.99483,0.18346,0.25801,0.13675,0.78069,0.0001586,0.0001586,0.0001586
